钢筋直径：14-400 曲线表
6.0,4985,5252,5504,5743,5996,6245,6499,6772,7022,7282,7580,7853,8136,8378,8646,8908,9164,9419,9644,9860,10069,10265,10423,10578,10715,10847,10946,11028,11080,11115,11127,11124,11098,11050,10978,10895,10802,10669,10525,10366,10203,10005,9792,9567,9333,9093,8840,8521,8258,8003,7733,7462,7226,6949,6682,6409,6152,5857,5591,5323,5079
7.0,4985,5252,5504,5743,5996,6245,6499,6772,7022,7282,7580,7853,8136,8378,8646,8908,9164,9419,9644,9860,10069,10265,10423,10578,10715,10847,10946,11028,11080,11115,11127,11124,11098,11050,10978,10895,10802,10669,10525,10366,10203,10005,9792,9567,9333,9093,8840,8521,8258,8003,7733,7462,7226,6949,6682,6409,6152,5857,5591,5323,5079
7.3,4985,5252,5504,5743,5996,6245,6499,6772,7022,7282,7580,7853,8136,8378,8646,8908,9164,9419,9644,9860,10069,10265,10423,10578,10715,10847,10946,11028,11080,11115,11127,11124,11098,11050,10978,10895,10802,10669,10525,10366,10203,10005,9792,9567,9333,9093,8840,8521,8258,8003,7733,7462,7226,6949,6682,6409,6152,5857,5591,5323,5079
8.0,4678,4918,5148,5371,5602,5829,6061,6308,6536,6773,7037,7283,7536,7757,7995,8231,8460,8686,8887,9081,9268,9441,9583,9720,9842,9958,10046,10118,10164,10195,10205,10202,10179,10136,10071,9997,9913,9795,9665,9521,9371,9195,9004,8801,8593,8379,8152,7872,7636,7403,7161,6916,6700,6451,6207,5962,5726,5461,5220,4979,4756
9.0,4248,4449,4649,4848,5049,5247,5446,5658,5854,6060,6277,6486,6697,6887,7085,7283,7474,7662,7829,7992,8148,8289,8409,8521,8623,8717,8790,8848,8885,8910,8919,8915,8895,8859,8805,8743,8671,8575,8463,8340,8210,8064,7904,7732,7560,7380,7191,6965,6766,6565,6361,6152,5965,5754,5543,5336,5130,4907,4699,4496,4303
10.0,3834,4000,4171,4347,4519,4688,4858,5037,5203,5378,5552,5726,5899,6060,6221,6383,6539,6691,6827,6962,7088,7200,7299,7388,7471,7545,7604,7649,7678,7697,7705,7701,7684,7655,7611,7559,7500,7424,7330,7226,7114,6996,6865,6722,6583,6436,6282,6105,5941,5770,5601,5426,5266,5091,4912,4741,4564,4379,4203,4035,3870
11.0,3446,3583,3727,3881,4026,4170,4313,4461,4600,4748,4884,5027,5165,5301,5429,5560,5685,5806,5914,6023,6123,6211,6291,6360,6427,6484,6530,6564,6586,6601,6607,6603,6588,6565,6530,6488,6440,6380,6303,6217,6122,6029,5923,5806,5696,5578,5454,5320,5188,5043,4907,4761,4626,4483,4333,4193,4043,3893,3745,3608,3469
11.9,3129,3244,3366,3501,3625,3749,3871,3996,4114,4240,4349,4468,4582,4697,4801,4909,5010,5108,5196,5286,5367,5436,5502,5558,5612,5656,5694,5720,5737,5748,5753,5749,5736,5718,5690,5655,5615,5568,5504,5432,5351,5276,5189,5092,5003,4906,4805,4701,4593,4470,4357,4235,4119,4000,3873,3757,3628,3503,3378,3264,3145
12.0,3095,3208,3328,3461,3583,3705,3825,3947,4063,4187,4294,4410,4522,4635,4737,4842,4941,5037,5123,5211,5290,5357,5422,5477,5530,5572,5609,5635,5651,5662,5667,5663,5650,5632,5605,5571,5532,5486,5423,5353,5273,5200,5115,5020,4933,4838,4739,4638,4532,4411,4301,4181,4067,3950,3826,3712,3585,3462,3340,3228,3111
13.0,2787,2884,2984,3097,3199,3304,3405,3507,3604,3708,3794,3891,3982,4077,4160,4246,4325,4403,4473,4545,4609,4662,4715,4760,4803,4836,4866,4886,4899,4907,4911,4906,4895,4881,4861,4832,4800,4764,4714,4656,4590,4530,4461,4383,4312,4234,4154,4075,3990,3888,3798,3698,3601,3505,3401,3307,3201,3098,2995,2903,2804
14.0,2519,2606,2688,2783,2870,2960,3046,3133,3214,3303,3376,3457,3535,3615,3686,3756,3821,3887,3946,4006,4058,4103,4147,4186,4222,4248,4274,4290,4302,4307,4311,4306,4296,4285,4270,4245,4219,4188,4148,4101,4046,3997,3939,3875,3814,3747,3680,3616,3546,3460,3384,3299,3217,3135,3049,2969,2880,2792,2704,2626,2541
15.0,2286,2366,2434,2513,2587,2665,2739,2815,2883,2959,3023,3092,3161,3229,3291,3351,3406,3464,3514,3566,3610,3650,3687,3722,3753,3775,3797,3812,3823,3826,3830,3825,3815,3807,3795,3774,3752,3725,3694,3654,3610,3567,3517,3464,3409,3351,3293,3238,3179,3106,3041,2968,2897,2826,2754,2685,2610,2532,2457,2389,2316
16.0,2082,2156,2213,2278,2342,2410,2475,2541,2600,2664,2722,2782,2843,2902,2957,3008,3056,3107,3152,3197,3234,3270,3303,3335,3362,3381,3401,3414,3424,3427,3430,3425,3417,3410,3401,3383,3363,3340,3315,3282,3245,3208,3164,3119,3070,3018,2968,2918,2867,2805,2749,2685,2624,2561,2501,2440,2377,2307,2242,2183,2119
16.1,2064,2137,2193,2257,2320,2387,2451,2516,2574,2637,2695,2754,2814,2872,2927,2977,3024,3075,3119,3163,3200,3236,3268,3300,3326,3345,3365,3378,3388,3391,3394,3389,3381,3374,3365,3347,3328,3305,3280,3248,3212,3175,3132,3088,3039,2988,2938,2889,2839,2778,2722,2659,2599,2537,2478,2418,2356,2287,2223,2164,2101
17.0,1904,1970,2019,2073,2129,2187,2244,2302,2353,2407,2460,2511,2565,2615,2665,2709,2750,2796,2835,2874,2906,2938,2967,2996,3019,3035,3053,3065,3074,3077,3079,3075,3068,3062,3054,3039,3022,3002,2980,2954,2923,2891,2853,2815,2771,2725,2681,2636,2593,2540,2490,2435,2382,2327,2276,2223,2169,2108,2052,1999,1944
